location_id,district_code,state_name,district_name,population,male,female,literate,workers,households,households_with_internet,households_with_electric_lighting,urban_households,rural_households,households_with_computer,lpg_or_png_households,state_key,district_key,latitude,longitude
315,315,ASSAM,Dima Hasao,214102,110802,103300,140873,85028,58919,524,19389,21309,37610,3753,9202,ASSAM,DIMA HASAO,24.798290795918366,92.92186099999999
316,316,ASSAM,Cachar,1736617,886284,850333,1174128,608062,435160,5316,140205,88933,346227,37541,62135,ASSAM,CACHAR,24.80350899264706,92.65399505882353
317,317,ASSAM,Karimganj,1228686,625864,602822,795297,399171,294640,1933,70951,32695,261945,24699,28261,ASSAM,KARIMGANJ,24.738443287037036,92.2469315388889
318,318,ASSAM,Hailakandi,659296,337890,321406,407366,214240,175417,1211,44143,16202,159215,10615,11035,ASSAM,HAILAKANDI,24.28735011111111,88.99915088888889
319,319,ASSAM,Bongaigaon,738804,375818,362986,434078,255806,220393,2523,49866,38470,181923,12959,29937,ASSAM,BONGAIGAON,26.325857667647057,90.88694823382353
320,320,ASSAM,Chirang,482162,244860,237302,259902,193894,140631,747,22502,11613,129018,8627,8135,ASSAM,CHIRANG,27.589501840625,89.1837919671875
321,321,ASSAM,Kamrup,1517542,778461,739081,995319,628954,434445,3109,122191,43849,390596,23468,70272,ASSAM,KAMRUP,26.074184352083336,91.56697808125
322,322,ASSAM,Kamrup Metropolitan,1253938,647585,606353,1001191,490932,428192,29117,250861,366858,61334,85123,223368,ASSAM,KAMRUP METROPOLITAN,,
323,323,ASSAM,Nalbari,771639,396006,375633,531771,267623,238944,1631,68313,28238,210706,12360,37849,ASSAM,NALBARI,28.136531745714287,89.49083269714286
324,324,ASSAM,Baksa,950075,481330,468745,572837,406756,295221,1175,44425,3580,291641,13566,11281,ASSAM,BAKSA,26.196624978260868,91.37847084782608
325,325,ASSAM,Darrang,928500,475273,453227,487039,324843,288706,1166,45444,20189,268517,12084,17676,ASSAM,DARRANG,26.493267466071426,91.73534167142857
326,326,ASSAM,Udalguri,831668,421617,410051,469926,345030,281625,1448,53507,13835,267790,11893,13666,ASSAM,UDALGURI,26.6399040046875,92.130504309375
327,327,WEST BENGAL,Darjiling,1846823,937259,909564,1315585,683726,518959,10943,297176,215675,303284,38065,141897,WEST BENGAL,DARJILING,,
328,328,WEST BENGAL,Jalpaiguri,3872846,1983064,1889782,2498780,1512910,1117804,9322,382500,319426,798378,48818,138522,WEST BENGAL,JALPAIGURI,26.701626640099008,88.44174735643564
329,329,WEST BENGAL,Koch Bihar,2819086,1451542,1367544,1850504,1127977,900738,3534,186195,97331,803407,34438,49914,WEST BENGAL,KOCH BIHAR,,
330,330,WEST BENGAL,Uttar Dinajpur,3007134,1551066,1456068,1489667,1075626,778250,2883,199307,94269,683981,31210,39138,WEST BENGAL,UTTAR DINAJPUR,,
331,331,WEST BENGAL,Dakshin Dinajpur,1676276,857199,819077,1083685,702987,461026,2518,168069,70077,390949,24318,37186,WEST BENGAL,DAKSHIN DINAJPUR,,
332,332,WEST BENGAL,Maldah,3988845,2051541,1937304,2086432,1537847,958996,5357,297716,128678,830318,63525,54213,WEST BENGAL,MALDAH,25.108585426605504,88.17788073302752
333,333,WEST BENGAL,Murshidabad,7103807,3627564,3476243,4055834,2589907,1851965,7951,541169,350899,1501066,79729,92742,WEST BENGAL,MURSHIDABAD,24.171615700735295,87.7881118367647
334,334,WEST BENGAL,Birbhum,3502404,1790920,1711484,2158447,1331603,965609,5210,333752,134565,831044,39636,57010,WEST BENGAL,BIRBHUM,27.092484348089886,86.75370608494383
335,335,WEST BENGAL,Barddhaman,7717563,3966889,3750674,5247208,2911251,2227236,32323,1049943,862368,1364868,141387,292585,WEST BENGAL,BARDDHAMAN,,
336,336,WEST BENGAL,Nadia,5167600,2653768,2513832,3480555,1842607,1549771,12787,623729,468390,1081381,77210,168314,WEST BENGAL,NADIA,23.946629806046513,87.68287827581395
337,337,WEST BENGAL,North Twenty Four Parganas,10009781,5119389,4890392,7608693,3571624,2859140,105185,1608749,1649803,1209337,307381,791267,WEST BENGAL,NORTH TWENTY FOUR PARGANAS,,
338,338,WEST BENGAL,Hugli,5519145,2814653,2704492,4078388,2152870,1640038,31725,965258,647953,992085,118459,319815,WEST BENGAL,HUGLI,,
339,339,WEST BENGAL,Bankura,3596674,1838095,1758579,2232992,1466220,991400,4273,334670,90885,900515,34128,45126,WEST BENGAL,BANKURA,23.071240820923915,87.12922313532609
340,340,WEST BENGAL,Puruliya,2930115,1496996,1433119,1624905,1249642,752652,3551,189889,99433,653219,32862,30675,WEST BENGAL,PURULIYA,,
341,341,WEST BENGAL,Haora,4850029,2500819,2349210,3605206,1819845,1352697,30751,796953,869313,483384,99261,325053,WEST BENGAL,HAORA,,
342,342,WEST BENGAL,Kolkata,4496694,2356766,2139928,3588137,1795740,1308106,136618,927602,1308106,0,252644,623579,WEST BENGAL,KOLKATA,22.45184383763889,87.63705510601851
343,343,WEST BENGAL,South Twenty Four Parganas,8161961,4173778,3988183,5531657,2964494,2180232,20665,837874,611430,1568802,115871,232355,WEST BENGAL,SOUTH TWENTY FOUR PARGANAS,,
344,344,WEST BENGAL,Paschim Medinipur,5913457,3007885,2905572,4078412,2509159,1565383,8970,663811,201048,1364335,62108,108068,WEST BENGAL,PASCHIM MEDINIPUR,,
345,345,WEST BENGAL,Purba Medinipur,5095875,2629834,2466041,3923194,1910320,1363713,9076,530761,170707,1193006,67707,55834,WEST BENGAL,PURBA MEDINIPUR,,
346,346,JHARKHAND,Garhwa,1322784,683575,639209,653476,571431,292052,565,29373,19180,272872,8881,6798,JHARKHAND,GARHWA,24.158514296774193,83.81266427258065
347,347,JHARKHAND,Chatra,1042886,533935,508951,510061,397690,215502,590,27037,14528,200974,9115,5307,JHARKHAND,CHATRA,24.50267739692308,84.36478532615385
348,348,JHARKHAND,Kodarma,716259,367222,349037,390249,257418,151485,845,62318,34771,116714,7195,11810,JHARKHAND,KODARMA,,
349,349,JHARKHAND,Giridih,2445474,1258098,1187376,1253475,1036277,499450,1944,125431,46886,452564,19976,16909,JHARKHAND,GIRIDIH,1521.6882319994504,5338.727595478022
350,350,JHARKHAND,Deoghar,1492073,775022,717051,793538,551467,321710,1944,130193,64337,257373,13550,26760,JHARKHAND,DEOGHAR,24.373607160465113,86.73711972209303
351,351,JHARKHAND,Godda,1313551,677927,635624,604519,552191,292030,874,43230,15576,276454,11925,7421,JHARKHAND,GODDA,57.7621586108108,200.58545819864867
352,352,JHARKHAND,Sahibganj,1150567,589391,561176,483263,490202,260993,591,34879,37543,223450,9563,11545,JHARKHAND,SAHIBGANJ,,
353,353,JHARKHAND,Pakur,900422,452661,447761,352881,404584,217175,328,31414,16587,200588,4535,5316,JHARKHAND,PAKUR,24.51497984736842,87.59795140789474
354,354,JHARKHAND,Dhanbad,2684487,1405956,1278531,1722204,844504,664219,11568,427173,405455,258764,46646,83995,JHARKHAND,DHANBAD,23.777645987499998,86.40994712291666
355,355,JHARKHAND,Bokaro,2062330,1072807,989523,1273520,685368,508764,9754,274726,258452,250312,37997,67157,JHARKHAND,BOKARO,637.0962665094339,1956.0225572245286
356,356,JHARKHAND,Lohardaga,461790,232629,229161,259707,221332,111484,351,28769,14725,96759,2954,8016,JHARKHAND,LOHARDAGA,23.455051955555557,84.77912359027778
357,357,JHARKHAND,Purbi Singhbhum,2293919,1176902,1117017,1507699,837167,604663,22042,382507,342126,262537,63985,159644,JHARKHAND,PURBI SINGHBHUM,,
358,358,JHARKHAND,Palamu,1939869,1006302,933567,1024563,713175,407904,2155,68238,52375,355529,19981,17270,JHARKHAND,PALAMU,24.157748466666664,84.24886553469388
359,359,JHARKHAND,Latehar,726978,369666,357312,350682,313379,160514,340,38194,14137,146377,6240,2177,JHARKHAND,LATEHAR,23.779840788461538,84.51128155384616
360,360,JHARKHAND,Hazaribagh,1734495,890881,843614,1013249,654636,381748,3532,176888,68765,312983,18181,23057,JHARKHAND,HAZARIBAGH,24.251072224468086,84.47052926489361
361,361,JHARKHAND,Ramgarh,949443,494230,455213,596497,312125,252625,2876,149265,118558,134067,12021,24095,JHARKHAND,RAMGARH,23.74448008765432,85.46640391728394
362,362,JHARKHAND,Dumka,1321442,668514,652928,672409,624779,326978,1193,62110,23281,303697,10396,11836,JHARKHAND,DUMKA,24.79689220724638,86.70504942826088
363,363,JHARKHAND,Jamtara,791042,404830,386212,426312,326631,185668,808,49419,20113,165555,4959,5564,JHARKHAND,JAMTARA,24.045166454166665,86.6701538875
364,364,JHARKHAND,Ranchi,2914253,1494937,1419316,1911433,1142867,730982,22538,350908,310242,420740,76565,164237,JHARKHAND,RANCHI,23.754592949520767,84.59495283769968
365,365,JHARKHAND,Khunti,531885,266335,265550,284575,259984,135719,417,29157,12474,123245,4747,3779,JHARKHAND,KHUNTI,23.069239456790125,85.24642795925926
366,366,JHARKHAND,Gumla,1025213,514390,510823,559720,487508,233074,831,31687,16445,216629,7807,9108,JHARKHAND,GUMLA,23.498889451898734,84.61506327531646
367,367,JHARKHAND,Simdega,599578,300309,299269,343483,288645,155283,423,16865,11114,144169,4649,3472,JHARKHAND,SIMDEGA,23.58736849125,84.77304523000001
368,368,JHARKHAND,Pashchimi Singhbhum,1502338,749385,752953,727561,694863,400324,1959,121955,63396,336928,12472,19441,JHARKHAND,PASHCHIMI SINGHBHUM,,
369,369,JHARKHAND,Saraikela-Kharsawan,1065056,544411,520645,612993,430051,285687,2606,138131,68439,217248,12081,26118,JHARKHAND,SARAIKELA KHARSAWAN,22.83929130909091,86.0285650348485
370,370,ORISSA,Bargarh,1481255,749161,732094,983783,762092,458961,2401,166909,47395,411566,12343,16880,ODISHA,BARGARH,21.442907176136362,83.56211323011364
371,371,ORISSA,Jharsuguda,579505,296690,282815,405879,247707,177186,2498,81433,73962,103224,7555,18950,ODISHA,JHARSUGUDA,21.827965628433734,83.98538334349398
372,372,ORISSA,Sambalpur,1041099,526877,514222,703691,505840,315495,5231,126498,94798,220697,14521,33612,ODISHA,SAMBALPUR,21.56906267712121,84.22206566621213
373,373,ORISSA,Debagarh,312520,158230,154290,197819,165435,98758,825,22453,7350,91408,3247,2236,ODISHA,DEBAGARH,,
374,374,ORISSA,Sundargarh,2093437,1061147,1032290,1342322,873227,618062,12787,223537,230151,387911,35024,77581,ODISHA,SUNDARGARH,22.127003541769042,84.29575763980344
375,375,ORISSA,Kendujhar,1801733,906487,895246,1052518,766514,574298,2622,121830,83664,490634,13167,30240,ODISHA,KENDUJHAR,21.53371393986175,85.77203032880185
376,376,ORISSA,Mayurbhanj,2519738,1256213,1263525,1369397,1223534,753589,2950,140189,64479,689110,17999,29031,ODISHA,MAYURBHANJ,21.992825753758865,86.53358281234043
377,377,ORISSA,Baleshwar,2320529,1185787,1134742,1621232,932707,683594,7370,296834,82440,601154,28289,36478,ODISHA,BALESHWAR,21.773509760662527,86.98427427619048
378,378,ORISSA,Bhadrak,1506337,760260,746077,1094140,468599,428106,2637,164636,54244,373862,15609,15864,ODISHA,BHADRAK,20.98794733427673,86.58695958553459
379,379,ORISSA,Kendrapara,1440361,717814,722547,1089265,466890,438243,1628,173107,23494,414749,11836,15879,ODISHA,KENDRAPARA,20.549544420507246,86.43535246213769
380,380,ORISSA,Jagatsinghapur,1136971,577865,559106,889027,403649,352732,3199,139646,43047,309685,13312,20225,ODISHA,JAGATSINGHAPUR,20.387543034615383,86.15687293269231
381,381,ORISSA,Cuttack,2624470,1352760,1271710,2011469,936365,790297,15046,349587,210768,579529,40589,103177,ODISHA,CUTTACK,20.473849514138816,85.79679322262211
382,382,ORISSA,Jajapur,1827192,926034,901158,1290455,552234,541139,3831,192249,45528,495611,17922,25969,ODISHA,JAJAPUR,20.792154951342283,86.30875446946308
383,383,ORISSA,Dhenkanal,1192811,612593,580218,829910,435533,352369,1810,117172,36979,315390,10600,19846,ODISHA,DHENKANAL,20.810851888381745,85.52823462282157
384,384,ORISSA,Anugul,1273821,655718,618103,869456,526520,414587,5564,131916,74177,340410,15658,27099,ODISHA,ANUGUL,20.956905416528922,84.98369847380167
385,385,ORISSA,Nayagarh,962789,502636,460153,688362,343633,288334,1163,124984,26688,261646,8278,11159,ODISHA,NAYAGARH,20.17632740289855,85.11951891811594
386,386,ORISSA,Khordha,2251673,1167137,1084536,1749936,792193,688729,35701,349860,356895,331834,75588,160277,ODISHA,KHORDHA,20.566629644805193,85.3993144948052
387,387,ORISSA,Puri,1698730,865380,833350,1291939,621676,474224,3416,201605,72210,402014,16006,33331,ODISHA,PURI,20.40395224551724,85.39398622620689
388,388,ORISSA,Ganjam,3529031,1779218,1749813,2210050,1501772,1015394,9049,405298,219918,795476,41059,120191,ODISHA,GANJAM,19.542582850527904,84.62067778944193
389,389,ORISSA,Gajapati,577817,282882,294935,262537,293933,175145,635,63112,23050,152095,5523,12035,ODISHA,GAJAPATI,19.045659054285714,84.16342758714285
390,390,ORISSA,Kandhamal,733110,359945,373165,399786,355349,242935,768,28736,24489,218446,6609,6938,ODISHA,KANDHAMAL,20.15771271992337,84.12963598275861
391,391,ORISSA,Baudh,441162,221625,219537,271612,219457,137954,245,19191,6577,131377,3430,3105,ODISHA,BAUDH,,
392,392,ORISSA,Subarnapur,610183,311312,298871,398421,286661,193502,708,50028,16575,176927,4289,5168,ODISHA,SUBARNAPUR,,
393,393,ORISSA,Balangir,1648997,830097,818900,927260,720601,538962,3286,123446,62192,476770,17274,21268,ODISHA,BALANGIR,20.600138674305555,83.25034405625
394,394,ORISSA,Nuapada,610382,301962,308420,299383,305438,209127,757,43976,11869,197258,4221,6414,ODISHA,NUAPADA,20.452492882882883,82.63165785225226
395,395,ORISSA,Kalahandi,1576869,787101,789768,802036,751930,494748,1953,91171,38412,456336,12622,17610,ODISHA,KALAHANDI,19.898262962126246,83.05196946976744
396,396,ORISSA,Rayagada,967911,471960,495951,407735,467122,286548,1553,61543,49205,237343,9166,24924,ODISHA,RAYAGADA,19.298390728125,83.57079185
397,397,ORISSA,Nabarangapur,1220946,604812,616134,470379,610906,372264,1324,34570,29424,342840,8128,9347,ODISHA,NABARANGAPUR,,
398,398,ORISSA,Koraput,1379647,678809,700838,568090,693406,460128,3988,85766,78339,381789,17294,39631,ODISHA,KORAPUT,24.207305553333335,77.05349989166666
399,399,ORISSA,Malkangiri,613192,303624,309568,244706,310666,183723,448,24604,15839,167884,3908,4738,ODISHA,MALKANGIRI,23.78097625,77.493570562
400,400,CHHATTISGARH,Koriya,658917,334737,324180,397823,307071,181615,1667,80023,59763,121852,7609,25605,CHHATTISGARH,KORIYA,,
401,401,CHHATTISGARH,Surguja,2359886,1193129,1166757,1187941,1155807,590763,2737,253131,65167,525596,18983,29433,CHHATTISGARH,SURGUJA,23.24590097727273,82.78133805909091
402,402,CHHATTISGARH,Jashpur,851669,424747,426922,495415,487360,226392,567,76783,20722,205670,5755,6628,CHHATTISGARH,JASHPUR,22.735531711333334,83.861460042
403,403,CHHATTISGARH,Raigarh,1493984,750278,743706,951639,690167,420916,3342,297308,66638,354278,13857,27771,CHHATTISGARH,RAIGARH,21.97841139779412,83.26571917205882
404,404,CHHATTISGARH,Korba,1206640,612915,593725,748759,521186,332653,4544,202380,126055,206598,18004,43357,CHHATTISGARH,KORBA,22.38811320677966,82.6298279779661
405,405,CHHATTISGARH,Janjgir - Champa,1619707,815717,803990,1019634,846466,440773,1706,339090,61190,379583,10833,19129,CHHATTISGARH,JANJGIR   CHAMPA,,
406,406,CHHATTISGARH,Bilaspur,2663629,1351574,1312055,1596560,1203197,737806,8566,519704,188174,549632,30892,77727,CHHATTISGARH,BILASPUR,22.132906326573426,82.16321487902098
407,407,CHHATTISGARH,Kabeerdham,822526,412058,410468,414167,404156,211179,682,150649,23868,187311,2962,6375,CHHATTISGARH,KABEERDHAM,,
408,408,CHHATTISGARH,Rajnandgaon,1537133,762855,774278,1008379,800092,390132,2111,275501,76528,313604,11790,26486,CHHATTISGARH,RAJNANDGAON,21.155795055725193,80.95706924681649
409,409,CHHATTISGARH,Durg,3343872,1682101,1661771,2303378,1496805,883189,16141,614109,349741,533448,51289,129193,CHHATTISGARH,DURG,21.202895981021896,81.3537206919708
410,410,CHHATTISGARH,Raipur,4063872,2048186,2015686,2629749,1757664,1068500,20261,728556,395001,673499,59523,166505,CHHATTISGARH,RAIPUR,20.642500293650794,79.18036653015874
411,411,CHHATTISGARH,Mahasamund,1032754,511967,520787,637963,499260,310567,961,212487,35774,274793,5614,13200,CHHATTISGARH,MAHASAMUND,21.349945576190475,81.81112893333334
412,412,CHHATTISGARH,Dhamtari,799781,397897,401884,546833,402895,210481,1016,148926,41792,168689,4804,14568,CHHATTISGARH,DHAMTARI,21.21869357142857,81.53004342380953
413,413,CHHATTISGARH,Uttar Bastar Kanker,748941,373338,375603,456042,389359,194069,579,110208,24878,169191,4084,7736,CHHATTISGARH,UTTAR BASTAR KANKER,,
414,414,CHHATTISGARH,Bastar,1413199,698487,714712,650863,726531,371319,1782,157646,54894,316425,9042,22075,CHHATTISGARH,BASTAR,19.1212386147541,81.76026591557377
415,415,CHHATTISGARH,Narayanpur,139820,70104,69716,56621,71089,33095,86,9316,6179,26916,589,1384,CHHATTISGARH,NARAYANPUR,19.44415146511628,79.37904562790698
416,416,CHHATTISGARH,Dakshin Bastar Dantewada,533638,264142,269496,191237,286595,137849,955,43608,31304,106545,3879,10406,CHHATTISGARH,DAKSHIN BASTAR DANTEWADA,,
417,417,CHHATTISGARH,Bijapur,255230,128663,126567,86919,134525,58391,117,12516,7942,50449,1462,1022,CHHATTISGARH,BIJAPUR,18.882676460431654,80.83006418489208
418,418,MADHYA PRADESH,Sheopur,687861,361784,326077,328025,277455,176522,273,74770,26376,150146,5393,11701,MADHYA PRADESH,SHEOPUR,25.8563200046875,77.0107472734375
419,419,MADHYA PRADESH,Morena,1965970,1068417,897553,1179685,675993,414586,1781,131486,95288,319298,20172,45113,MADHYA PRADESH,MORENA,26.49957310357143,77.71586130663265
420,420,MADHYA PRADESH,Bhind,1703005,926843,776162,1094917,520768,359596,1166,107819,88385,271211,14368,32268,MADHYA PRADESH,BHIND,26.43891853888889,78.74800102698413
421,421,MADHYA PRADESH,Gwalior,2032036,1090327,941709,1357210,685311,444892,15779,306859,272172,172720,46454,165061,MADHYA PRADESH,GWALIOR,27.534240185211267,76.73582771619718
422,422,MADHYA PRADESH,Datia,786754,420157,366597,491445,321160,203854,616,97696,43401,160453,5251,17555,MADHYA PRADESH,DATIA,26.22815970625,77.9888991140625
423,423,MADHYA PRADESH,Shivpuri,1726050,919795,806255,900846,759281,434618,1852,148128,66759,367859,15304,35706,MADHYA PRADESH,SHIVPURI,25.326485802030454,77.84252992385787
424,424,MADHYA PRADESH,Tikamgarh,1445166,760355,684811,747940,655318,382992,1090,132725,60220,322772,10899,21489,MADHYA PRADESH,TIKAMGARH,26.65630669431818,77.69449893181819
425,425,MADHYA PRADESH,Chhatarpur,1762375,936121,826254,943033,751797,470917,1880,176056,95048,375869,15567,36506,MADHYA PRADESH,CHHATARPUR,26.35273612903226,79.6719488483871
426,426,MADHYA PRADESH,Panna,1016520,533480,483040,552559,431998,288923,653,76097,32179,256744,8501,13285,MADHYA PRADESH,PANNA,26.289159922580644,78.19466219247312
427,427,MADHYA PRADESH,Sagar,2378458,1256257,1122201,1545719,1006035,613915,4546,366494,165507,448408,24811,68482,MADHYA PRADESH,SAGAR,23.914873968995636,78.50515481447368
428,428,MADHYA PRADESH,Damoh,1264219,661873,602346,747715,574595,369901,1432,187731,66514,303387,10504,23270,MADHYA PRADESH,DAMOH,23.871299694078946,79.5341934131579
429,429,MADHYA PRADESH,Satna,2228935,1157495,1071440,1371781,911349,576004,3754,294702,114173,461831,22751,55196,MADHYA PRADESH,SATNA,24.447443921875,81.08654924843749
430,430,MADHYA PRADESH,Rewa,2365106,1225100,1140006,1441757,991946,618399,3406,251132,94489,523910,31194,45180,MADHYA PRADESH,REWA,26.072929055405403,79.68396217162162
431,431,MADHYA PRADESH,Umaria,644758,330674,314084,356672,289691,168066,839,67975,29966,138100,6360,12713,MADHYA PRADESH,UMARIA,24.476604643283583,80.06216661641791
432,432,MADHYA PRADESH,Neemuch,826067,422653,403414,508834,418682,242197,1945,145258,67962,174235,8342,34666,MADHYA PRADESH,NEEMUCH,24.51360844084507,74.98127523098591
433,433,MADHYA PRADESH,Mandsaur,1340411,682851,657560,834591,679723,384119,2324,239885,81832,302287,12507,47723,MADHYA PRADESH,MANDSAUR,24.051799912631576,74.96444201473685
434,434,MADHYA PRADESH,Ratlam,1455069,738241,716828,825880,690980,373867,3644,213825,107151,266716,14905,67830,MADHYA PRADESH,RATLAM,23.47499097272727,75.20134901363636
435,435,MADHYA PRADESH,Ujjain,1986864,1016289,970575,1240990,897442,489449,7501,323379,188684,300765,27733,123526,MADHYA PRADESH,UJJAIN,24.464200747093024,75.31654610588235
436,436,MADHYA PRADESH,Shajapur,1512681,780520,732161,894612,717871,386608,1382,232735,73997,312611,10797,32204,MADHYA PRADESH,SHAJAPUR,23.836102291000003,76.88880538367347
437,437,MADHYA PRADESH,Dewas,1563715,805359,758356,925369,742676,376009,3518,270457,101014,274995,16523,59521,MADHYA PRADESH,DEWAS,24.461629484967318,74.5320583972973
438,438,MADHYA PRADESH,Dhar,2185793,1112725,1073068,1077338,1027974,515712,2388,349639,103364,412348,18626,75637,MADHYA PRADESH,DHAR,24.512826761340204,74.59085540851063
439,439,MADHYA PRADESH,Indore,3276697,1699627,1577070,2309130,1268195,788318,48691,593576,587947,200371,111478,417170,MADHYA PRADESH,INDORE,24.051689454666665,75.27762401258741
440,440,MADHYA PRADESH,Khargone (West Nimar),1873046,953121,919925,986234,894119,460163,2162,304291,76620,383543,14189,51538,MADHYA PRADESH,KHARGONE WEST NIMAR,,
441,441,MADHYA PRADESH,Barwani,1385881,699340,686541,549926,653897,299270,1158,181139,48912,250358,8516,30115,MADHYA PRADESH,BARWANI,21.86711111160714,75.11086016875001
442,442,MADHYA PRADESH,Rajgarh,1545814,790212,755602,804245,745603,401717,1611,231130,69823,331894,12718,30688,MADHYA PRADESH,RAJGARH,26.375630044512196,73.42289830318471
443,443,MADHYA PRADESH,Vidisha,1458875,769568,689307,862918,550402,376409,1926,181510,83830,292579,12888,41617,MADHYA PRADESH,VIDISHA,25.125144203144654,75.78546285695364
444,444,MADHYA PRADESH,Bhopal,2371061,1236130,1134931,1660690,867457,700719,40788,452912,581826,118893,94729,281442,MADHYA PRADESH,BHOPAL,23.359306323577236,77.39725037073171
445,445,MADHYA PRADESH,Sehore,1311332,683743,627589,780362,586087,329647,1566,212138,59220,270427,11166,30868,MADHYA PRADESH,SEHORE,24.129174840828405,75.94639075843374
446,446,MADHYA PRADESH,Raisen,1331597,700358,631239,820220,517838,325713,1141,194373,74441,251272,9931,34499,MADHYA PRADESH,RAISEN,24.520324638095236,77.52654845862068
447,447,MADHYA PRADESH,Betul,1575362,799236,776126,939769,786980,406649,2109,230974,87704,318945,13755,45270,MADHYA PRADESH,BETUL,22.51764446852792,77.88240454744898
448,448,MADHYA PRADESH,Harda,570465,294838,275627,352550,230979,144559,986,95066,31845,112714,5376,22174,MADHYA PRADESH,HARDA,22.339005374193547,77.13275766290323
449,449,MADHYA PRADESH,Hoshangabad,1241350,648725,592625,810644,478082,315396,2871,198076,105746,209650,14456,61415,MADHYA PRADESH,HOSHANGABAD,22.671029730177512,77.87882138816569
450,450,MADHYA PRADESH,Katni,1292042,662013,630029,790773,543874,349031,2179,172416,72880,276151,13094,38086,MADHYA PRADESH,KATNI,23.69103672760736,80.3199476797546
451,451,MADHYA PRADESH,Jabalpur,2463289,1277278,1186011,1756468,1005624,624761,20443,452023,352477,272284,58601,192581,MADHYA PRADESH,JABALPUR,24.864123275706216,78.33376165367233
452,452,MADHYA PRADESH,Narsimhapur,1091854,568810,523044,718785,477818,283718,1603,172144,53059,230659,9751,28462,MADHYA PRADESH,NARSIMHAPUR,,
453,453,MADHYA PRADESH,Dindori,704524,351913,352611,378714,389925,227795,554,62372,9774,218021,6447,4576,MADHYA PRADESH,DINDORI,25.533451820689653,77.78229022235294
454,454,MADHYA PRADESH,Mandla,1054905,525272,529633,604962,559649,316932,912,143803,37258,279674,9042,18413,MADHYA PRADESH,MANDLA,25.460345972033895,77.01250292991453
455,455,MADHYA PRADESH,Chhindwara,2090922,1064468,1026454,1294198,957984,553944,3588,344875,140802,413142,20034,73284,MADHYA PRADESH,CHHINDWARA,22.46372582074689,78.85446443195022
456,456,MADHYA PRADESH,Seoni,1379131,695879,683252,864194,684434,382587,1182,228695,47542,335045,10417,26893,MADHYA PRADESH,SEONI,23.408685212500004,77.69770765402299
457,457,MADHYA PRADESH,Balaghat,1701698,842178,859520,1147623,893014,470867,1712,277927,70793,400074,13306,27283,MADHYA PRADESH,BALAGHAT,24.702053859487183,75.57549836335079
458,458,MADHYA PRADESH,Guna,1241519,649362,592157,653980,514897,285085,2482,144248,72320,212765,11740,34184,MADHYA PRADESH,GUNA,24.511902828282828,77.2263527070707
459,459,MADHYA PRADESH,Ashoknagar,845071,443837,401234,469109,315270,206741,619,84720,37135,169606,6016,15886,MADHYA PRADESH,ASHOKNAGAR,24.573478872340424,77.78163912765957
460,460,MADHYA PRADESH,Shahdol,1066063,540021,526042,604194,493057,291440,1733,113184,57846,233594,10817,24255,MADHYA PRADESH,SHAHDOL,24.0505212,80.857994116
461,461,MADHYA PRADESH,Anuppur,749237,379114,370123,436595,346471,207713,1290,81338,60325,147388,7266,23388,MADHYA PRADESH,ANUPPUR,24.326056384761905,80.49526843999999
462,462,MADHYA PRADESH,Sidhi,1127033,575912,551121,600785,461760,276869,837,102228,25916,250953,10790,9569,MADHYA PRADESH,SIDHI,24.257344608955222,81.74140107835821
463,463,MADHYA PRADESH,Singrauli,1178273,613637,564636,585054,499439,287325,2627,73091,58593,228732,13939,22141,MADHYA PRADESH,SINGRAULI,24.90760122727273,188.46273311688313
464,464,MADHYA PRADESH,Jhabua,1025048,515023,510025,352081,515121,235793,744,125411,24713,211080,5591,16683,MADHYA PRADESH,JHABUA,22.889118362857143,74.80134361142858
465,465,MADHYA PRADESH,Alirajpur,728999,362542,366457,209754,366797,150528,297,81006,14662,135866,5126,9021,MADHYA PRADESH,ALIRAJPUR,22.337985053333334,74.41813287
466,466,MADHYA PRADESH,Khandwa (East Nimar),1310061,674329,635732,731615,612976,329088,1907,202710,63425,265663,10404,40893,MADHYA PRADESH,KHANDWA EAST NIMAR,,
467,467,MADHYA PRADESH,Burhanpur,757847,388504,369343,408679,328339,178840,986,112420,62861,115979,5058,40478,MADHYA PRADESH,BURHANPUR,21.39034979310345,76.33374832068965
468,468,GUJARAT,Kachchh,2092371,1096737,995634,1252319,776228,739275,9631,403294,250982,488293,31961,140067,GUJARAT,KACHCHH,23.277931914634145,69.04709855772357
469,469,GUJARAT,Banas Kantha,3120506,1610379,1510127,1704923,1248600,804197,3424,396873,137424,666773,23149,84832,GUJARAT,BANAS KANTHA,24.950583642439025,71.38024660658536
470,470,GUJARAT,Patan,1343734,694397,649337,837913,554830,404138,2231,223424,102655,301483,12870,66310,GUJARAT,PATAN,19.95543335034965,73.94150672937063
471,471,GUJARAT,Mahesana,2035064,1056520,978544,1502645,812064,659743,7759,385609,183738,476005,33731,180985,GUJARAT,MAHESANA,23.545092891719747,72.60428360859872
472,472,GUJARAT,Sabar Kantha,2428589,1244231,1184358,1578734,1084878,665533,5262,438606,121509,544024,25425,99037,GUJARAT,SABAR KANTHA,23.748186786470587,73.03727891382353
473,473,GUJARAT,Gandhinagar,1391753,723864,667889,1030494,534976,433258,12107,262539,195634,237624,33662,132683,GUJARAT,GANDHINAGAR,23.745880949261085,72.09787577635468
